"标题","摘要","作者","链接","发表时间","","",""
"用于制备多相组合物的非均匀图案的方法","摘要：本发明公开了用液体组合物来填充容器的方法,所述组合物包含至少两个视觉上不同的相,所述方法包括以下步骤:a.)使用具有初始填充速率的分配器将所述液体组合物转移到容器中;b.)在所述步骤a.期间以初始旋转速度和初始旋转方向旋转所述容器;c.)改变选自下列的特征:所述容器的旋转速度、所述分配器的填充速率和所述容器的旋转方向;以及所述特征的组合,每个特征独立于所述容器的几何形状;和d.)完成所述液体组合物向所述容器的转移。","宝洁公司","https://www.wanxiangyun.net/search/detail?id=cn200780045196","2009","","",""
"在消费品中可用作感觉剂的环己烷酯衍生物的合成","摘要：本发明公开了个人护理组合物,诸如口腔护理和皮肤护理组合物,其包含含有一种或多种凉爽剂的调味剂/香料体系。由凉爽剂提供的令人愉悦的凉爽感觉在更快发生、更高强度、影响或更长持续时间方面得到增强,这改善了所述组合物对消费者的吸引力和可接受性⊙","宝洁公司","https://www.wanxiangyun.net/search/detail?id=cn201680073075","2018","","",""
"表现出消费者可接受的制品应用特性的含活性剂的制品","摘要：提供了含活性剂的制品(例如纤维结构)及其制备方法,所述制品表现出消费者可接受的制品应用特性,诸如制品剥离强度、柔韧性、制品尺寸和/或溶解性。","宝洁公司","https://www.wanxiangyun.net/search/detail?id=cn201880006945","2019","","",""
"含活性剂的制品和用于容纳所述制品的产品装运组件","摘要：提供了含活性剂的制品(例如纤维结构)和用于容纳它们的产品装运组件,所述制品表现出消费者可接受的制品应用特性,诸如柔韧性、制品尺寸和/或溶解性。","宝洁公司","https://www.wanxiangyun.net/search/detail?id=cn201880006944","2019","","",""
"用于口服摄入或使用的甜菊醇糖苷组合物","摘要：本发明描述了甜菊醇糖苷化合物的组合物和用途,所述甜菊醇糖苷化合物具有通过甜菊醇部分的13号碳(C13)连接的四个吡喃葡萄糖残基,和通过甜菊醇部分的19号碳(C19)连接的第二组的两个或三个吡喃葡萄糖残基,并以化合物SG101 104举例说明。包含化合物SG101 104中一种或多种与包括其他莱苞迪苷的其他甜菊醇糖苷的组合的甜菊醇糖苷组合物可用作甜味剂组合物以将其他诸如食品、饮料、药物、口腔卫生组合物、药品、营养品等的组合物(可甜化组合物)增甜⊙","嘉吉公司","https://www.wanxiangyun.net/search/detail?id=cn201780044858","2019","","",""
"用于治疗痤疮的氨氧化细菌","摘要：提供了用于治疗受试者中的皮肤病症,例如痤疮,例如寻常痤疮的方法。该方法包括对受试者的表面施用,例如应用,例如局部施用氨氧化细菌,例如包含氨氧化细菌的制剂。还提供了包含氨氧化细菌的制剂,用于治疗受试者中的此类皮肤病症,例如痤疮,例如寻常痤疮。","AO生物医学有限责任公司","https://www.wanxiangyun.net/search/detail?id=cn201680049386","2018","","",""
"甜味剂和风味剂组合物,其制备方法和使用方法","摘要：本发明公开了味道剖面得以改善的甜味剂和风味剂组合物,还公开了该甜味剂和风味剂组合物的制备方法和使用方法⊙","伊比西(北京)植物药物技术有限公司
									;,师炜瑶","https://www.wanxiangyun.net/search/detail?id=cn201980030742","2021","","",""
"LIQUID EXTERNAL PREPARATION FOR SKIN COMPRISING STABLE GLUTATHIONE AND LIQUID EXTERNAL PREPARATION FOR SKIN FOR BLEACHING AND BEAUTIFYING SKIN COMPRISING THE SAME","摘要：","株式会社ベスビオ
									;,コスメテックスローランド株式会社","https://www.wanxiangyun.net/search/detail?id=jp20050373497","2007","","",""
"Skin Hyperpigmentation Acyl Glutathione Treatments","摘要：用于皮肤美白、皮肤美白和治疗色素沉着的局部组合物包括有效量的S-酰基谷胱甘肽衍生物和载体。用于皮肤美白、皮肤美白和治疗色素沉着的方法包括将含有S-酰基谷胱甘肽衍生物的组合物应用于皮肤组织，该组合物位于皮肤学可接受的载体中。酰基是饱和或不饱和脂肪族C12-C24基团，优选C16-C24基团，最优选C16基团。在特别优选的实施方案中，S-酰基谷胱甘肽衍生物为S-棕榈酰谷胱甘肽。","PERRICONE NV LLC","https://www.wanxiangyun.net/search/detail?id=ep20120748146","2013","","",""
"【Title of corresponding document：CN102844079A】 Skin hyperpigmentation acyl glutathione treatments","摘要：用于皮肤美白、皮肤美白和治疗色素沉着的局部组合物包括有效量的S-酰基谷胱甘肽衍生物和载体。用于皮肤美白、皮肤美白和治疗色素沉着的方法包括将含有S-酰基谷胱甘肽衍生物的组合物应用于皮肤组织，该组合物位于皮肤学可接受的载体中。酰基是饱和或不饱和脂肪族C12-C24基团，优选C16-C24基团，最优选C16基团。在特别优选的实施方案中，S-酰基谷胱甘肽衍生物为S-棕榈酰谷胱甘肽。","N V PERRICONE LLC","https://www.wanxiangyun.net/search/detail?id=au20120227319","2012","","",""
"【Title of corresponding document：KR20160128887A】 Soluble microneedle patch for glutathione delivery","摘要：本发明涉及一种谷胱甘肽皮肤给药系统，其能够稳定地浸入谷胱甘肽，有效地将谷胱甘肽输送到皮肤中，并减少谷胱甘肽对皮肤的刺激性副作用，并且具有将谷胱甘肽作为活性成分包含在微针中的技术特征。更优选地，本发明的特征在于，谷胱甘肽包含在皮肤中的可生物降解或可溶性微针中。本发明提供一种谷胱甘肽皮肤给药方法，其特征在于使用这种微针。根据本发明的微针可以改善皮肤刺激性，并且在皮肤美白或减少皱纹方面非常有效","LG HOUSEHOLD & HEALTH CARE LTD","https://www.wanxiangyun.net/search/detail?id=kr20150166650","2016","","",""
"GLUTATHIONE PRODUCTION PROMOTER","摘要：","NOEVIR KK","https://www.wanxiangyun.net/search/detail?id=jp20060252833","2008","","",""
"【Title of corresponding document：wo2016117762A1】 COMPOSITION CONTAINING GOOSEBERRY EXTRACT OR GLUTATHIONE","摘要：本说明书涉及一种用于皮肤美白的组合物，其作为活性成分含有醋栗提取物和/或谷胱甘肽。在该组合物中，猕猴桃提取物可以是猕猴桃果实提取物，并且本说明书的组合物可以涉及用于皮肤美白的组合物，其包含作为活性成分的猕猴桃果实提取物和谷胱甘肽。本说明书的组合物通过醋栗果实提取物和谷胱甘肽的协同作用，在减少黑色素生成和抑制酪氨酸酶激活方面表现出非常显著的效果，从而表现出皮肤美白效果","AMOREPACIFIC CORP","https://www.wanxiangyun.net/search/detail?id=kr20150011139","2016","","",""
"GLUTATHIONE PRODUCTION PROMOTER AND SKIN-WHITENING AGENT CONTAINING THE SAME","摘要：本发明提供一种谷胱甘肽生成促进剂，其可用作皮肤美白剂的活性成分。解决方案：谷胱甘肽生产促进剂包含（A）日本香茶菜或毛果香茶菜的溶剂溶性成分，（B）复方茵陈的溶剂溶性成分，或（A）成分和（B）成分的混合物，其中，溶剂选自多元醇、甲醇、乙醇，以及它们与水的液体混合物","IVY COSMETICS CORP","https://www.wanxiangyun.net/search/detail?id=jp20170093601","2018","","",""
"Cosmetics containing Ramulus mori extracts and glutathione for skin whitening","摘要：本发明提供了一种皮肤美白化妆品组合物，其能够通过桑树白木素提取物和谷胱甘肽的协同作用最大化色素沉着控制效果和皮肤美白效果，对酪氨酸酶有很好的抑制作用，对黑色素合成过程中的人体酪氨酸酶活性有很好的抑制作用。构成：化妆品组合物同时含有0.1至20.0重量份的桑树白木素提取物和0.001至5.0重量份的谷胱甘肽（基于组合物的总重量）。该组合物由护肤液、收敛剂、乳液、眼霜、营养霜、按摩霜、洁面霜、洁面泡沫、洁面水、粉剂、香精和包装组成","COREANA COSMETICS CO LTD","https://www.wanxiangyun.net/search/detail?id=kr20000027000","2002","","",""
"LIQUID EXTERNAL PREPARATION FOR SKIN","摘要：","IWASAKI HIROYUKI","https://www.wanxiangyun.net/search/detail?id=jp20090060206","2010","","",""
"FOOD COMPOSITION","摘要：本发明旨在通过包括原花青素和谷胱甘肽的经口摄入，获得协同加速美白效果并具有足够的美白效果和安全性的食品组合物。解决方案：该食品成分含有（A）原花青素和（B）谷胱甘肽。作为成分A，例如葡萄籽提取物。优选地，使用含有谷胱甘肽的酵母粉、牛或猪的含有谷胱甘肽的杠杆的提取物等。优选地，胶原蛋白或降解的胶原蛋白进一步混合到目标组合物中，这是因为其极为协同地加速皮肤的美白效果。优选地，将每种组分混合到目标组合物中，以使每每日摄取量的目标组合物含有50-200 mg组分A、100μg-10 mg组分B和100 mg-5 g胶原蛋白（降解材料）⊙","FANCL CORP","https://www.wanxiangyun.net/search/detail?id=jp19990161888","2000","","",""
"皮肤外用祛斑功效纳米乳组合产品及其制备方法","摘要：本发明涉及皮肤外用祛斑功效纳米乳组合产品及制备方法。本发明的三种(夜用型、日用型、辅助型)祛斑纳米乳将国际新型被动靶向透皮传递给药系统(TDDS)作为载体,将不同生物学功效、作用途径和理化特性的祛斑功效成分有机结合及增溶,组成良好共济协同联合增效作用体系,防治及减轻面部色素代谢异常所致色斑(如黄褐斑、炎性色素沉着、晒斑等)有显著效果;该产品球形颗粒粒径极小,被动靶向作用明显,顺应性,同向性,流动性,分散性极佳,透皮吸收好,穿透能力强,质地均匀,细腻,润滑,光泽,感觉舒适,无刺激性和副作用,且外观呈清淡黄色,略带乳光,晶莹剔透,清澈透明,胶而不粘,浓而不稠,油而不腻,稳定性良好,且制备无需特殊设备,易于推广应用。","董萍
									;,丁克祥","https://www.wanxiangyun.net/search/detail?id=cn200910037765","2009","","",""
"【Title of corresponding document：CN102361637A】 Expression promoter for redox-related factor","摘要：促进生物体内氧化还原相关因子的表达可确保安全有效地降低生物体内的氧化应激，有助于维持健康，并预防由氧化应激引起的各种疾病和症状。本发明公开了一种氧化还原相关因子的表达启动子，其作为活性成分包含山奈酚、槲皮素、其糖苷类或其组合，以及一种氧化还原相关因子的表达启动子，其作为活性成分包含银杏叶提取物、红景天提取物或其组合","无","https://www.wanxiangyun.net/search/detail?id=hk20120108188","2012","","",""
"一种双光子荧光探针及其合成方法与应用","摘要：本发明公开了一种双光子荧光探针及其合成方法与应用,本发明公开的双光子荧光探针以丙烯酸酯上的α,β 不饱和键及游离的醛基作为反应位点,当向体系中加入GSH后,丙烯酸酯上双键与巯基发生加成反应,醛基与氨基形成动态亚胺键,从而生成一个新的十六圆环作为荧光信号的报告基团,从而高效监测GSH的存在。本发明通过紫外 可见吸收光谱法、荧光光谱法等研究了双光子荧光探针对多种氨基酸的识别效果,结果表明本发明荧光探针在PBS缓冲溶液中能够高效选择性识别GSH,且对GSH具有很高的响应灵敏度,及在HeLa细胞、小鼠大脑组织切片和植物组织切片中也可以实现GSH的可视化检测。","青岛科技大学","https://www.wanxiangyun.net/search/detail?id=cn202010018984","2020","","",""
